season,team,position,depth_chart_position,jersey_number,status,player_name,first_name,last_name,birth_date,height,weight,college,player_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number,age
2024,SEA,QB,QB,7.0,ACT,Geno Smith,Eugene,Smith,1990-10-10,75.0,221,West Virginia,00-0030565,15864,cfc93f5e-105e-4a5e-88d3-f4279893cfa8,26662,8743,7820,SmitGe00,14895,1373,11,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/izkm5yyxybb5uy5dkcgf",QB,18,REG,A01,Geno,SMI269700,39987,3200534d-4926-9700-a278-7821d73d1c6a,2013,2013.0,NYJ,39.0,33.0
2024,DET,QB,QB,12.0,ACT,Teddy Bridgewater,Theodore,Bridgewater,1992-11-10,74.0,215,Louisville,00-0031237,16728,d4cb52a9-f6b4-42ed-b40b-27bff5f1eea7,27560,9245,8667,BridTe00,16497,2152,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q5p8afhezmpvc1xbwibf",QB,20,DIV,A01,Teddy,BRI129168,41258,32004252-4912-9168-84fe-1a998a0eb85b,2014,2014.0,MIN,32.0,31.0
2024,NO,QB,QB,4.0,INA,Derek Carr,Derek,Carr,1991-03-28,75.0,210,Fresno State,00-0031280,16757,9f026fc0-4449-4dc5-a226-2e2830619381,27564,9317,8671,CarrDe02,16311,2028,10,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qsz1pyrlu6bmvby6maaf",,18,REG,A01,Derek,CAR358797,41265,32004341-5235-8797-3b9a-0d2711c0bc27,2014,2014.0,OAK,36.0,33.0
2024,LA,QB,QB,11.0,ACT,Jimmy Garoppolo,James,Garoppolo,1991-11-02,74.0,225,Eastern Illinois,00-0031345,16760,42de9d1d-0352-460b-9172-9452414fd7fd,27590,9320,8697,GaroJi00,16041,1837,10,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lbyjizqecoq4onrgectw",,20,DIV,A01,Jimmy,GAR363225,41291,32004741-5236-3225-90e6-5bfdba41064c,2014,2014.0,NE,62.0,32.0
2024,CLE,QB,QB,5.0,INA,Jameis Winston,Jameis,Winston,1994-01-06,76.0,231,Florida State,00-0031503,2969939,fb3b36fc-b985-4807-8199-d038d7e62a93,28389,10037,9434,WinsJa00,16762,2306,9,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/chdeosreuupotgq0eqlm",,18,REG,I02,Jameis,WIN623708,42344,32005749-4e62-3708-9650-e59a3f7bea83,2015,2015.0,TB,1.0,30.0
2024,LAC,QB,QB,8.0,ACT,Taylor Heinicke,Taylor,Heinicke,1993-03-15,73.0,210,Old Dominion,00-0031800,2565969,2c259733-ec2c-4e3c-bb7b-34dc0d37dc34,28839,10179,9896,HeinTa00,17179,2711,9,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fz9e0aufjyyo5raclwji",,19,WC,A01,Taylor,HEI610185,42831,32004845-4961-0185-afff-3aef55a8ec24,2015,2015.0,,,31.0
2024,TEN,QB,QB,3.0,DEV,Trevor Siemian,Trevor,Siemian,1991-12-26,75.0,220,Northwestern,00-0032156,2511109,e23dc743-ecee-4cf3-a263-69d3da3bae94,28638,10483,9683,SiemTr00,17009,2549,9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vmksfbms9zefxezf39sb",,18,REG,P07,Trevor,SIE461866,42593,32005349-4546-1866-e481-b01fc4505cd5,2015,2015.0,DEN,250.0,32.0
2024,WAS,QB,QB,18.0,ACT,Marcus Mariota,Marcus,Mariota,1993-10-30,76.0,222,Oregon,00-0032268,2576980,7c16c04c-04de-41f3-ac16-ad6a9435e3f7,28390,10074,9435,MariMa01,16763,2307,9,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/b9ribxqudeehvmjlw0va",QB,21,CON,A01,Marcus,MAR186347,42345,32004d41-5218-6347-2b09-64276fa61f68,2015,2015.0,TEN,2.0,30.0
2024,SF,QB,QB,17.0,ACT,Brandon Allen,Brandon,Allen,1992-09-05,74.0,209,Arkansas,00-0032434,2574511,a8c3bcd7-69d0-4c5e-a876-6b33857942bc,29435,10882,10835,AlleBr00,18118,3357,8,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xn9eheiy6kty4movmlak",,18,REG,A01,Brandon,ALL063816,43490,3200414c-4c06-3816-a995-21614b984798,2016,2016.0,JAX,201.0,31.0
2024,WAS,QB,QB,16.0,INA,Jeff Driskel,Jeffrey,Driskel,1993-04-23,76.0,235,Louisiana Tech,00-0032436,2574630,4d517d8f-fe4d-4c89-9a2a-fee836ba4a71,29441,11026,10841,DrisJe00,18123,3362,8,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qvyjv4da7ya6erhqx67m",,21,CON,I02,Jeff,DRI392790,43496,32004452-4939-2790-3aab-117735a7f4ab,2016,2016.0,SF,207.0,31.0
2024,DET,QB,QB,8.0,CUT,Nate Sudfeld,Nathan,Sudfeld,1993-10-07,78.0,227,Indiana,00-0032792,2979501,e1c506bd-9e36-45e7-b2b9-fff6a9728a06,29421,11187,10821,SudfNa00,18104,3343,8,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/l1acxbghxcms27qi59nq",,1,REG,A01,Nate,SUD197144,43476,32005355-4419-7144-f452-fa8c30a99f40,2016,2016.0,WAS,187.0,30.0
2024,KC,QB,QB,11.0,ACT,Carson Wentz,Carson,Wentz,1992-12-30,77.0,237,North Dakota State,00-0032950,2573079,e9a5c16b-4472-4be9-8030-3f77be7890cb,29236,10856,10636,WentCa00,17920,3161,8,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jtwkpwc18ivthztykkc8",,22,SB,A01,Carson,WEN615770,43291,32005745-4e61-5770-9c68-1652f876bc72,2016,2016.0,PHI,2.0,31.0
2024,DAL,QB,QB,4.0,RES,Dak Prescott,Rayne,Prescott,1993-07-29,74.0,238,Mississippi State,00-0033077,2577417,86197778-8d4b-4eba-affe-08ef7be7c70b,29369,11008,10769,PresDa01,18055,3294,8,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xmtaggdnhuyl4pdwtv8j",,18,REG,R01,Dak,PRE285723,43424,32005052-4528-5723-d1b2-96e92ebc1241,2016,2016.0,DAL,135.0,31.0
2024,DET,QB,QB,16.0,ACT,Jared Goff,Jared,Goff,1994-10-14,76.0,223,California,00-0033106,3046779,aba8f925-ffbf-4654-bfa7-a25d3d237494,29235,10729,10635,GoffJa00,17922,3163,8,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jxyaiwwkabzmmphouxil",QB,20,DIV,A01,Jared,GOF219636,43290,3200474f-4621-9636-7354-d2eb6365d257,2016,2016.0,LA,1.0,29.0
2024,NE,QB,QB,7.0,ACT,Jacoby Brissett,Jacoby,Brissett,1992-12-11,76.0,235,North Carolina State,00-0033119,2578570,ad2258ab-67f0-41c2-bcf3-f3ba145187dc,29325,10919,10725,BrisJa00,18018,3257,8,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dps7iuuc2zwl68yppqux",,18,REG,A01,Jacoby,BRI516391,43380,32004252-4951-6391-fb1e-f908d9b96e12,2016,2016.0,NE,91.0,31.0
2024,SEA,QB,QB,15.0,CUT,PJ Walker,Phillip,Walker,1995-02-26,71.0,212,Temple,00-0033275,3051308,0666e6c6-42d9-40ab-83bd-7bbf81e9ac9c,30538,12371,12134,WalkPh00,19191,4335,7,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rfbfapksdwh1o4othraq",,1,REG,A01,P.J.,WAL291489,45159,32005741-4c29-1489-568d-26e6f08d55b5,2017,2017.0,,,29.0
2024,MIN,QB,QB,12.0,ACT,Nick Mullens,Nicholas,Mullens,1995-03-21,73.0,210,Southern Mississippi,00-0033319,3059989,7738fea8-7ea2-4c4c-b589-bca90b070819,30563,12511,12282,MullNi00,19330,4464,7,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xkbzegq3t29ean26xyp0",,19,WC,A01,Nick,MUL486612,45198,32004d55-4c48-6612-b03b-50f8fc6abe24,2017,2017.0,,,29.0
2024,CLE,QB,QB,4.0,RES,Deshaun Watson,Derrick,Watson,1995-09-14,75.0,221,Clemson,00-0033537,3122840,eec5265c-7731-4bb6-8af2-4f98a67f9ab7,30125,11712,11767,WatsDe00,18857,4017,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/otfs2docj6eahaebo5xn",,18,REG,R01,Deshaun,WAT338355,44824,32005741-5433-8355-e029-e49022cf4b81,2017,2017.0,HOU,12.0,28.0
2024,DAL,QB,QB,10.0,ACT,Cooper Rush,Cooper,Rush,1993-11-21,75.0,225,Central Michigan,00-0033662,2972515,4595c8ea-9d85-4504-8a34-2c8a02349105,30788,11841,12324,RushCo00,19461,4574,7,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/amuag2qiwa9veml1lhvs",,18,REG,A01,Cooper,RUS046607,45536,32005255-5304-6607-6ca0-6d97a0d0f253,2017,2017.0,,,30.0
2024,BUF,QB,QB,11.0,ACT,Mitchell Trubisky,Mitchell,Trubisky,1994-08-20,75.0,215,North Carolina,00-0033869,3039707,7a1b8f1a-9024-4897-86b0-01c63e00305e,30115,11709,11757,TrubMi00,18811,3976,7,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jetjlsljpb3shogn5grq",,21,CON,A01,Mitchell,TRU215336,44814,32005452-5521-5336-8519-c8cb45ea9b74,2017,2017.0,CHI,2.0,30.0
2024,KC,QB,QB,15.0,ACT,Patrick Mahomes,Patrick,Mahomes,1995-09-17,74.0,230,Texas Tech,00-0033873,3139477,11cad59d-90dd-449c-a839-dddaba4fe16c,30123,11839,11765,MahoPa00,18890,4046,7,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qrdbvu4iqy7wkqg8jq8d",QB,22,SB,A01,Patrick,MAH401939,44822,32004d41-4840-1939-e4c1-bb89191b4e71,2017,2017.0,KC,10.0,28.0
2024,JAX,QB,QB,19.0,ACT,C.J. Beathard,Casey,Beathard,1993-11-16,74.0,215,Iowa,00-0033936,2979520,6608fdbf-6c93-47cc-ad44-9da2fda598ce,30217,11833,11859,BeatC.00,18973,4127,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yw8euaevcvwswbx5w27w",,18,REG,A01,C.J.,BEA000000,44916,32004245-4100-0000-1302-8b14c2a27740,2017,2017.0,SF,104.0,30.0
2024,SF,QB,QB,5.0,ACT,Joshua Dobbs,Robert,Dobbs,1995-01-26,75.0,216,Tennessee,00-0033949,3044720,15bedebc-839e-450a-86f6-1f5ad1f4f820,30248,11834,11890,DobbJo00,19025,4179,7,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vjl8nqbcodtgzppwyemb",QB,18,REG,A01,Joshua,DOB302360,44948,3200444f-4230-2360-8e14-dbbe1dede120,2017,2017.0,PIT,135.0,29.0
2024,ATL,QB,QB,4.0,DEV,Nathan Peterman,Nathan,Peterman,1994-05-04,74.0,225,Pittsburgh,00-0033958,2972236,4e4ba1f9-35c6-4e41-85f5-d8f12d32f459,30284,11840,11926,PeteNa00,19029,4183,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/owifll49p0mmsjgf7rhn",,18,REG,P07,Nathan,PET071806,44984,32005045-5407-1806-8416-0c28f3e38ba0,2017,2017.0,BUF,171.0,30.0
2024,NYG,QB,QB,12.0,INA,Tim Boyle,Timothy,Boyle,1994-10-03,76.0,233,Eastern Kentucky,00-0034177,3045169,d897b70f-29d9-477e-a72a-c9bfbadb70d3,31431,13109,21956,,20283,5257,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zmfyonfo6ohn5bxqwaxg",,18,REG,A01,Tim,BOY696580,46430,3200424f-5969-6580-30ab-073b70dbd48b,2018,2018.0,,,29.0
2024,BUF,QB,QB,14.0,INA,Mike White,Michael,White,1995-03-25,77.0,225,Western Kentucky,00-0034401,3051381,f4808328-86e9-459d-a2bc-18e90c7d211e,31141,12826,46453,WhitMi01,19972,5089,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fmffqxu8o4ckhspqd8vm",,21,CON,I02,Mike,WHI367864,46240,32005748-4936-7864-3ac7-015862958e61,2018,2018.0,DAL,171.0,29.0
2024,CIN,QB,QB,11.0,DEV,Logan Woodside,Logan,Woodside,1995-01-27,73.0,213,Toledo,00-0034438,3042749,ddff375b-365e-4af1-b9ae-58d03b1b1195,31219,12949,46517,WoodLo00,20055,5128,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hf5rgpjctslpwjzl0er9",,18,REG,P07,Logan,WOO629467,46318,3200574f-4f62-9467-6326-adb124a79e35,2018,2018.0,CIN,249.0,29.0
2024,PIT,QB,QB,4.0,INA,Kyle Allen,Kyle,Allen,1996-03-08,75.0,211,Houston,00-0034577,3115293,d2023f5b-f73b-43ad-a816-f10dadfdfaed,31301,12623,26152,AlleKy00,20053,5127,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/knqlp0qrchvv6rjayshv",,19,WC,A01,Kyle,ALL543234,46761,3200414c-4c54-3234-6e5f-74f0c92c233b,2018,2018.0,,,28.0
2024,LAC,QB,QB,11.0,CUT,Luis Perez,Luis,Perez,1994-08-06,75.0,220,Texas A&amp;M-Commerce,00-0034737,4290778,90395591-32e3-42e8-962f-1f82f7cd6e75,31734,13078,66453,,20507,5709,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/elbfiuz2jv1dz5lnq2pw",,1,REG,W03,Luis,PER042269,46917,32005045-5204-2269-4d0d-0855e8db4632,2018,2018.0,,,30.0
2024,TEN,QB,QB,11.0,ACT,Mason Rudolph,Mason,Rudolph,1995-07-17,77.0,235,Oklahoma State,00-0034771,3116407,be4ca0ad-f3d6-4b98-a37f-79d0cbc06390,31046,12629,46569,RudoMa00,19850,4972,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pn938e0z2fobxmzfxmlh",QB,18,REG,A01,Mason,RUD321216,46145,32005255-4432-1216-a9be-28502c0847e4,2018,2018.0,PIT,76.0,29.0
2024,BAL,QB,QB,8.0,ACT,Lamar Jackson,Lamar,Jackson,1997-01-07,74.0,212,Louisville,00-0034796,3916387,e06a9c07-453a-4bb0-a7e9-2c3a64166dad,31002,12561,46416,JackLa00,19781,4881,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cruqs6qpbykh7a2whd7p",QB,20,DIV,A01,Lamar,JAC323395,46101,32004a41-4332-3395-efb0-6c7b75de50af,2018,2018.0,BAL,32.0,27.0
2024,TB,QB,QB,6.0,ACT,Baker Mayfield,Baker,Mayfield,1995-04-14,73.0,215,Oklahoma,00-0034855,3052587,30198d30-9769-4e10-ac86-b4c91d940802,30971,12619,46518,MayfBa00,19790,4892,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xrbgtbyy8a7l0ux13hjy",QB,19,WC,A01,Baker,MAY483453,46070,32004d41-5948-3453-e6ac-1ecff99fdcf6,2018,2018.0,CLE,1.0,29.0
2024,BUF,QB,QB,17.0,ACT,Josh Allen,Joshua,Allen,1996-05-21,77.0,237,Wyoming,00-0034857,3918298,3069db07-aa43-4503-ab11-2ae5c0002721,30977,12483,46601,AlleJo02,19801,4984,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lq4ezafbszwwt2qsvhqv",QB,21,CON,A01,Josh,ALL529264,46076,3200414c-4c52-9264-bedc-c4ddaf201fe7,2018,2018.0,BUF,7.0,28.0
2024,MIN,QB,QB,14.0,ACT,Sam Darnold,Sam,Darnold,1997-06-05,75.0,225,Southern California,00-0034869,3912547,13d826c5-9b22-4e0a-a877-02d8c84c546b,30973,12490,29048,DarnSa00,19812,4943,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/agjgfwk9jk9ufoac2vpd",QB,19,WC,A01,Sam,DAR466141,46072,32004441-5246-6141-9e5c-6e7d32a03e33,2018,2018.0,NYJ,3.0,27.0
2024,JAX,QB,QB,18.0,DEV,John Wolford,John,Wolford,1995-10-16,73.0,200,Wake Forest,00-0034899,3124092,2ab1b694-1013-4661-85d4-55415d3b147f,31803,13403,46454,,20703,5806,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/y6biiyvgepsekqgoqb8i",,18,REG,P07,John,WOL568644,47180,3200574f-4c56-8644-9b76-ac0f15d4d563,2018,2018.0,,,28.0
2024,MIN,QB,QB,19.0,DEV,Brett Rypien,Brett,Rypien,1996-07-09,74.0,200,Boise State,00-0034955,3722362,9ab44516-2a26-4049-b630-66539c7a5dfd,32221,13620,46487,,20929,6037,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/oogvu5kkkboldowqkfst",,19,WC,P07,Brett,RYP415292,48090,32005259-5041-5292-b37a-51e22ef129f4,2019,2019.0,,,28.0
2024,CIN,QB,QB,6.0,ACT,Jake Browning,Jake,Browning,1996-04-11,74.0,209,Washington,00-0035100,3886812,f2f29019-7306-4b1c-a9d8-e9f802cb06e0,32138,13504,46401,,21046,6111,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kuxgw7azlwgyv2ptawvf",,18,REG,A01,Jake,BRO817047,48208,32004252-4f81-7047-eee5-b238d06a81e2,2019,2019.0,,,28.0
2024,WAS,QB,QB,3.0,CUT,Trace McSorley,Trace,McSorley,1995-08-23,72.0,202,Penn State,00-0035146,3116172,d4d135fd-b710-4c12-9082-9d6e544b3f8d,32029,13752,32819,McSoTr00,20874,5974,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gfl6nhrkzshnhcsxfvqy",,1,REG,A01,Trace,MCS410965,47980,32004d43-5341-0965-ebd1-9af7818f36ae,2019,2019.0,BAL,197.0,29.0
2024,ARI,QB,QB,1.0,ACT,Kyler Murray,Kyler,Murray,1997-08-07,70.0,207,Oklahoma,00-0035228,3917315,dd5a6b6e-ffae-45a5-b8e6-718a9251f374,31833,13613,38334,MurrKy00,20889,5849,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lsladvvsaptc29bbcah2",QB,18,REG,A01,Kyler,MUR670413,47784,32004d55-5267-0413-8d36-a5c3fd781aa0,2019,2019.0,ARI,1.0,27.0
2024,DAL,QB,QB,15.0,INA,Will Grier,Will,Grier,1995-04-03,73.0,220,West Virginia,00-0035251,3115252,7905e9be-2f66-4ff5-a6e9-dbe281bf4822,31932,13446,38265,GrieWi00,20779,5903,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i4yjdmx9siwbpou4s8km",,18,REG,A01,Will,GRI022415,47883,32004752-4902-2415-512e-3cae73b00f0f,2019,2019.0,CAR,100.0,29.0
2024,DEN,QB,QB,8.0,ACT,Jarrett Stidham,Jarrett,Stidham,1996-08-08,75.0,214,Auburn,00-0035264,3892775,582fe465-135a-4901-beef-60aebce99067,31965,13438,13725,StidJa00,20954,6136,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ydf4deab7bxkpjztpze5",,19,WC,A01,Jarrett,STI129837,47916,32005354-4912-9837-7193-9c8d8376b821,2019,2019.0,NE,133.0,28.0
2024,LAC,QB,QB,2.0,INA,Easton Stick,Easton,Stick,1995-09-15,73.0,224,North Dakota State,00-0035282,3120590,af291d43-a51f-44ce-b8ac-430ec68c78c8,31998,13627,29466,SticEa00,20953,6185,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ybdbylsv4ikjnmwornzo",,19,WC,A01,Easton,STI420937,47949,32005354-4942-0937-5f54-4fc08152f18e,2019,2019.0,LAC,166.0,28.0
2024,LV,QB,QB,15.0,RES,Gardner Minshew,Gardner,Minshew,1996-05-16,73.0,225,Washington State,00-0035289,4038524,dabb52c0-455b-48fe-996b-abf758120623,32010,13741,41401,MinsGa00,20880,6011,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zn2kvriijuixffqfx7ob",,18,REG,R01,Gardner,MIN604610,47961,32004d49-4e60-4610-dc98-dcddea9bb1f6,2019,2019.0,JAX,178.0,28.0
2024,NYG,QB,QB,2.0,ACT,Drew Lock,Drew,Lock,1996-11-10,76.0,228,Missouri,00-0035704,3924327,94325301-e0ad-4a9f-a0e5-ffec0f529be3,31874,13736,39517,LockDr00,20859,5854,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tlkgzjnuugarxjeoj9vk",QB,18,REG,A01,Drew,LOC374482,47825,32004c4f-4337-4482-904c-a47f8df1d41b,2019,2019.0,DEN,42.0,27.0
2024,MIN,QB,QB,13.0,INA,Daniel Jones,Daniel,Jones,1997-05-27,77.0,220,Duke,00-0035710,3917792,0042266b-cb28-4012-bfd2-06650badad97,31838,13491,39395,JoneDa05,20841,5870,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zrhniboizqpxtdyz6gez",,19,WC,A01,Daniel,JON165462,47789,32004a4f-4e16-5462-39a4-3b4fa743c66f,2019,2019.0,NYG,6.0,27.0
2024,MIA,QB,QB,18.0,ACT,Tyler Huntley,Tyler,Huntley,1998-02-03,73.0,205,Utah,00-0035993,4035671,7c226f73-a59f-4db6-ad98-2766d05d4d5a,32993,14563,46448,HuntTy01,21810,7083,4,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ex2ygunvni5o5aabnhbq",QB,18,REG,A01,Tyler,HUN827417,52895,32004855-4e82-7417-d100-b3300558f77d,2020,2020.0,,,26.0
2024,DET,QB,QB,18.0,DEV,Jake Fromm,William,Fromm,1998-07-30,74.0,222,Georgia,00-0036197,4240689,12ce10f6-7f95-42db-8ed3-36b14933484f,32837,14486,60389,FromJa00,21828,6822,4,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i1dr9fc5smv3zpvygqil",,20,DIV,P01,Jake,FRO325139,52575,32004652-4f32-5139-dbcd-9c79c7f41e56,2020,2020.0,BUF,167.0,26.0
2024,MIA,QB,QB,1.0,INA,Tua Tagovailoa,Tua,Tagovailoa,1998-03-02,73.0,218,Alabama,00-0036212,4241479,26ad9c27-de38-495e-913c-6fb2428e76d3,32675,14465,60326,TagoTu00,21677,6768,4,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xzdbwt2ezmxk3pjcsr1n",,18,REG,A01,Tua,TAG620344,52413,32005441-4762-0344-3a46-269f5e5e854e,2020,2020.0,MIA,5.0,26.0
2024,GB,QB,QB,10.0,ACT,Jordan Love,Jordan,Love,1998-11-02,76.0,220,Utah State,00-0036264,4036378,e5094779-e94f-4052-8597-bdbee3719f6b,32696,14371,40306,LoveJo03,21841,6804,4,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/a8xqle2vmsnumawdhswb",QB,19,WC,A01,Jordan,LOV130776,52434,32004c4f-5613-0776-be4c-ce231b05c522,2020,2020.0,GB,26.0,25.0
